# Input,ChemicalName,ChemicalId,CasRN,GeneSymbol,GeneId,Organism,OrganismId,PubMedIds
13463-67-7,titanium dioxide,C009495,13463-67-7,ADH5,128,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADH7,131,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADHFE1,137872,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADI1,55256,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADIPOQ,9370,Mus musculus,10090,23131501|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADIPOR1,51094,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADIPOR2,79602,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADK,132,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADM,133,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADM,133,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADM2,79924,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADNP,23394,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADNP2,22850,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADO,84890,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA1,134,Mus musculus,10090,21259345|23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA2A,135,Homo sapiens,9606,22342292|34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA2A,135,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA2A-AS1,646023,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA2B,136,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA3,140,Mus musculus,10090,29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADORA3,140,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADPGK,83440,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADPRH,141,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADPRHL1,113622,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADPRHL2,419626,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA1A,148,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA1B,147,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA1D,146,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA2A,150,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA2B,151,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRA2C,152,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRB1,153,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRB2,154,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRB3,155,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADRM1,11047,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADSL,158,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADSS,42466,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADSSL1,100194620,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AEBP1,165,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFAP1,60312,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFAP1L1,134265,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFAP1L2,84632,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFDN,4301,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AFF2,2334,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFF3,3899,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFF4,27125,Mus musculus,10090,25111187
13463-67-7,titanium dioxide,C009495,13463-67-7,AFG2A,166378,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AFG3L1,114896,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFG3L2,10939,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFM,173,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFP,174,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AFTPH,54812,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGAP1,116987,Mus musculus,10090,17656681|25111187|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGAP2,116986,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGAP3,116988,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGBL2,79841,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGBL3,340351,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGBL4,84871,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGER,177,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGFG1,3267,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGFG2,3268,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGGF1,55109,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGL,178,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGO1,26523,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGO2,27161,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGO3,192669,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGO4,192670,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGPAT1,10554,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGPAT2,10555,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGPAT5,55326,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGPAT9,102843911,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGPS,8540,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGR2,10551,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGR3,155465,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGRN,375790,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,AGT,183,Homo sapiens,9606,22352400
13463-67-7,titanium dioxide,C009495,13463-67-7,AGT,183,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AGT,183,Rattus norvegicus,10116,26277626
13463-67-7,titanium dioxide,C009495,13463-67-7,AGTPBP1,23287,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AGTR1A,11607,Mus musculus,10090,19464567|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGXT,189,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AGXT2,64902,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,AGXT2,64902,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHCTF1,25909,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHCY,191,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHCYL1,10768,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHDC1,27245,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHI1,54806,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHNAK,79026,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,AHR,196,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHSA1,10598,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHSA2,268390,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AHSG,197,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AHSP,51327,Mus musculus,10090,21259345|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AICDA,57379,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIF1,199,Mus musculus,10090,23557971|25111187
13463-67-7,titanium dioxide,C009495,13463-67-7,AIF1L,83543,Mus musculus,10090,27760801|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIFM1,9131,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIFM2,84883,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIM1,421783,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIM1L,419544,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIMP2,7965,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIP,9049,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIRE,326,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AIRN,100271873,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AJAP1,55966,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AK1,203,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AK3,50808,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AK4,205,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AK7,122481,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AK8,158067,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP1,8165,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP10,11216,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP11,11215,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP12,9590,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP14,158798,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP5,9495,Mus musculus,10090,29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP6,9472,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP8,10270,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP8L,26993,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKAP9,10142,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKIRIN1,79647,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKIRIN2,55122,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKNA,80709,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKP3,11648,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1B1,231,Homo sapiens,9606,21439344
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1B1,231,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1B10,57016,Homo sapiens,9606,21439344
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1B7,11997,Mus musculus,10090,23131501|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1B8,14187,Mus musculus,10090,17656681|23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C12,622402,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C13,27384,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C14,105387,Mus musculus,10090,27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C18,105349,Mus musculus,10090,23131501|23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C19,432720,Mus musculus,10090,23131501|23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C2,1646,Homo sapiens,9606,21439344
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C20,116852,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C21,77337,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1C6,83702,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,AKR1E1,56043,Mus musculus,10090,19464567
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT1,207,Homo sapiens,9606,31068539
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT1,207,Mus musculus,10090,31298478|31769605|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT1,207,Sus scrofa,9823,23380242
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT1S1,84335,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT1S1,84335,Mus musculus,10090,29128614|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT2,208,Mus musculus,10090,29128614|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKT3,10000,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AKTIP,64400,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AL117821,404580,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALAD,210,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALAS1,211,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALB,213,Bos taurus,9913,32600046
13463-67-7,titanium dioxide,C009495,13463-67-7,ALB,213,Homo sapiens,9606,23726862
13463-67-7,titanium dioxide,C009495,13463-67-7,ALB,213,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ALBFM1,622307,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALCAM,214,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH16A1,126133,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH18A1,5832,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A1,216,Homo sapiens,9606,21439344|23825117
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A1,216,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A1,216,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A2,8854,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A3-AS1,101927751,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1A7,26358,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1B1,219,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1L1,10840,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH1L2,160428,Mus musculus,10090,27760801|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH2,217,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH3A2,224,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH3B1,221,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH3B2,222,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH6A1,4329,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH7A1,501,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDH9A1,223,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDOA,226,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDOART2,79459,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALDOB,229,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG10B,144245,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG11,440138,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG12,79087,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG13,79868,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG14,199857,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG5,29880,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALG9,79796,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALK,238,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALKAL1,389658,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ALKBH1,8846,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALKBH3,221120,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALKBH5,54890,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALKBH7,84266,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALMS1,7840,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX12,239,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX12B,242,Mus musculus,10090,29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX15,246,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX5,240,Mus musculus,10090,27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX5AP,241,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALOX8,11688,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALPI,248,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALPK3,57538,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ALPL,249,Homo sapiens,9606,19464052
13463-67-7,titanium dioxide,C009495,13463-67-7,ALPL,249,Mus musculus,10090,21259345|23557971|27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALS2CL,259173,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALX1,8092,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ALX1,8092,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALX3,257,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALX4,60529,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALYREF2,56009,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ALYREFFM9,100043247,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMBN,258,Mus musculus,10090,17656681
13463-67-7,titanium dioxide,C009495,13463-67-7,AMBP,259,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,AMBRA1,55626,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMD1,262,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,AMD1,262,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMD2,100041585,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMDHD1,144193,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMDHD2,51005,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMER1,139285,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMER2,219287,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMER3,205147,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AMFR,267,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMH,268,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AMIGO2,347902,Rattus norvegicus,10116,30012374
