# Input,GeneSymbol,GoTermID
ptger3,PTGER3,"GO:0007189, GO:0007188, GO:0015701, GO:0006171, GO:0008219, GO:1904322, GO:0071347, GO:0071222, GO:0071380, GO:0002029, GO:0007565, GO:0001660, GO:0007186, GO:0006954, GO:0014827, GO:0060836, GO:0060137, GO:0106072, GO:1903170, GO:1904326, GO:2000978, GO:0060455, GO:1903640, GO:0046676, GO:0010700, GO:1901380, GO:1904348, GO:0007200, GO:1904364, GO:0043950, GO:0046010, GO:1904343, GO:0007204, GO:0031622, GO:1904346, GO:0010628, GO:1904325, GO:0070257, GO:1904330, GO:2000391, GO:0001934, GO:1904320, GO:1903672, GO:1904460, GO:0035810, GO:0045907, GO:1990767, GO:0031623, GO:0010840, GO:0014061, GO:1903670, GO:0032355, GO:0032496, GO:0032570, GO:1902074, GO:0014832"
ptger4,PTGER4,"GO:0007189, GO:0007193, GO:0007188, GO:0060348, GO:0006171, GO:0071333, GO:0071347, GO:0071260, GO:0071380, GO:0042466, GO:0097070, GO:0070371, GO:0007565, GO:0007186, GO:0006955, GO:0006954, GO:0072639, GO:0007254, GO:0060137, GO:0001818, GO:1904336, GO:1904471, GO:2000420, GO:0010727, GO:0050728, GO:0033624, GO:0032690, GO:0002792, GO:1904348, GO:0032720, GO:2000388, GO:0045780, GO:1904364, GO:0043950, GO:0045785, GO:0008284, GO:1904367, GO:0046010, GO:0001819, GO:0007204, GO:0010628, GO:1900127, GO:0050729, GO:0032733, GO:0032757, GO:1904466, GO:0070257, GO:2000391, GO:0045778, GO:0045669, GO:2000386, GO:0031401, GO:0001934, GO:0050714, GO:0014911, GO:1904460, GO:1904496, GO:0042531, GO:0035810, GO:0090303, GO:0010840, GO:0030278, GO:0051492, GO:0043200, GO:0070555, GO:0032496, GO:0009612, GO:0009624, GO:0032570, GO:0034695, GO:1902074, GO:1990785, GO:0009410, GO:0042093"
ptges,PTGES,"GO:0042074, GO:0008283, GO:0098869, GO:1904639, GO:0002544, GO:0006633, GO:0006631, GO:0006629, GO:0008285, GO:0032308, GO:0001516, GO:0006693, GO:0031620, GO:0050727, GO:0051592, GO:0034097, GO:0032496, GO:0032526, GO:0019233, GO:0007165"
ptges2,PTGES2,"GO:0006629, GO:0045893, GO:0001516, GO:0046457, GO:0046903"
ptgs1,PTGS1,"GO:0098869, GO:0019371, GO:1990402, GO:0031017, GO:0006633, GO:0006631, GO:0030216, GO:0001822, GO:0007612, GO:0006629, GO:0035633, GO:0007613, GO:0032811, GO:0010700, GO:0045987, GO:0045907, GO:0048793, GO:0001516, GO:0006693, GO:0008217, GO:0042127, GO:0051412, GO:0070542, GO:0006979, GO:0001570"
ptgs2,PTGS2,"GO:0042640, GO:0001525, GO:0030282, GO:0050873, GO:0098869, GO:0071318, GO:0071498, GO:0034605, GO:1905375, GO:0071456, GO:0071284, GO:0071222, GO:0071260, GO:0071471, GO:0019371, GO:0046697, GO:0007566, GO:0042633, GO:0030216, GO:0007612, GO:0019372, GO:0042759, GO:0035633, GO:0007613, GO:0043066, GO:0051926, GO:0045786, GO:0008285, GO:1902219, GO:0045986, GO:0032227, GO:0043065, GO:0090336, GO:0090050, GO:0008284, GO:0031622, GO:0090271, GO:0045429, GO:0033138, GO:0090362, GO:0031394, GO:0042307, GO:0048661, GO:0045987, GO:0031915, GO:0051968, GO:0071636, GO:0010575, GO:0045907, GO:0001516, GO:0032310, GO:0008217, GO:0042127, GO:0050727, GO:0150077, GO:1990776, GO:0034097, GO:0032355, GO:0070542, GO:0009750, GO:0051384, GO:0032496, GO:0010042, GO:0009624, GO:0006979, GO:0010269, GO:0034612, GO:0033280, GO:0009410"
pth1r,PTH1R,"GO:0007189, GO:0007188, GO:0030282, GO:0045453, GO:0048469, GO:0008283, GO:0007166, GO:0006874, GO:0002062, GO:0035907, GO:0007186, GO:0007187, GO:0001701, GO:0008285, GO:0001503, GO:0002076, GO:0007200, GO:0008284, GO:0007204, GO:0060732, GO:0007165, GO:0001501"
pthlh,PTHLH,"GO:0007189, GO:0030282, GO:0055074, GO:0046058, GO:0007267, GO:0002062, GO:0001958, GO:0007492, GO:0008544, GO:0007565, GO:0048286, GO:0060487, GO:0010960, GO:0060649, GO:0008285, GO:0061182, GO:0032331, GO:0043433, GO:0060659, GO:0002076, GO:0055062, GO:0008284, GO:0016485, GO:0032330, GO:0010468, GO:0001501, GO:0043129"
ptk2,PTK2,"GO:0001525, GO:0007411, GO:0007409, GO:0001568, GO:0016477, GO:0048870, GO:0030644, GO:0071315, GO:0071560, GO:0021955, GO:0035995, GO:0043542, GO:0048013, GO:0030010, GO:0030198, GO:0045444, GO:0038096, GO:0060396, GO:0003007, GO:0007229, GO:0007254, GO:0000165, GO:0000226, GO:0007275, GO:2000811, GO:0043066, GO:0010507, GO:0050771, GO:0022408, GO:0030336, GO:0046621, GO:0051964, GO:0038007, GO:0001764, GO:0007097, GO:0035265, GO:0038083, GO:0018108, GO:0001890, GO:0010613, GO:0045785, GO:0030307, GO:0030335, GO:0008284, GO:0010634, GO:0010718, GO:0010763, GO:0060252, GO:0033674, GO:0010759, GO:0120041, GO:0050766, GO:0045860, GO:0051897, GO:0001934, GO:0014911, GO:0048661, GO:0050806, GO:2000060, GO:0090303, GO:0046777, GO:0006468, GO:0065008, GO:0033628, GO:0042127, GO:0008360, GO:0051128, GO:0051493, GO:0010594, GO:0010632, GO:0051893, GO:0043087, GO:1905274, GO:0051239, GO:0045667, GO:0001932, GO:1900024, GO:0046685, GO:0032355, GO:0009749, GO:0009612, GO:0009410, GO:0007172, GO:0007179, GO:0007169, GO:0097706, GO:0048010, GO:0001570, GO:0042311"
ptpn1,PTPN1,"GO:0030036, GO:1904385, GO:0044344, GO:0071456, GO:0032869, GO:1990090, GO:0071732, GO:0036120, GO:0034620, GO:0006338, GO:0016311, GO:0030968, GO:0060397, GO:0038020, GO:0008286, GO:0036498, GO:0008285, GO:0010812, GO:1902236, GO:0070373, GO:0046627, GO:0043407, GO:0010977, GO:0050732, GO:1903898, GO:0051898, GO:0001933, GO:0009968, GO:1904753, GO:0030948, GO:0035335, GO:1990264, GO:0035791, GO:0010666, GO:2000353, GO:0010460, GO:1903896, GO:0043507, GO:0061098, GO:2000646, GO:0003084, GO:0006470, GO:0030100, GO:1902202, GO:0046626, GO:0033157, GO:0150052, GO:0030162, GO:0009966, GO:0060338, GO:1990776, GO:0034976, GO:0031667, GO:0097706"
ptpn6,PTPN6,"GO:0050853, GO:0030154, GO:0036006, GO:0006338, GO:0019221, GO:0016311, GO:1905867, GO:0007186, GO:0002244, GO:0045087, GO:0035556, GO:0000165, GO:0035855, GO:0000278, GO:0042267, GO:0016525, GO:0050859, GO:0008285, GO:0002924, GO:0106015, GO:0045824, GO:0032715, GO:0031665, GO:0043409, GO:0043407, GO:0033007, GO:1902564, GO:0050732, GO:0042130, GO:0050860, GO:0032720, GO:0035335, GO:0018108, GO:0070527, GO:0030220, GO:0033630, GO:0008284, GO:0051897, GO:0006470, GO:0042981, GO:0045577, GO:0070372, GO:2000045, GO:1902033, GO:0045649, GO:1905521, GO:0045658, GO:1902622, GO:0051279, GO:0060338, GO:0048678, GO:0042110, GO:0031295, GO:0042098, GO:0050852"
ptx3,PTX3,"GO:0030198, GO:0006955, GO:0006954, GO:0045087, GO:0044871, GO:0044793, GO:1903016, GO:1903019, GO:0046597, GO:0008228, GO:0001550, GO:0045429, GO:0050766, GO:0001878"
pum1,PUM1,"GO:0061158, GO:0008344, GO:0035196, GO:0061157, GO:0019094, GO:2000637, GO:1900246, GO:0016441, GO:0010608, GO:0051726, GO:0051983, GO:0060964, GO:0043488, GO:0006417, GO:0007283, GO:0048863"
pycard,PYCARD,"GO:0002218, GO:0006915, GO:0097190, GO:0071347, GO:0071222, GO:0071356, GO:0042742, GO:0050829, GO:0050830, GO:0051607, GO:0046456, GO:0002376, GO:0006954, GO:0045087, GO:0032611, GO:0072332, GO:0042771, GO:0010934, GO:0044351, GO:0001773, GO:0002277, GO:1900016, GO:0043124, GO:0032688, GO:0032088, GO:0071901, GO:0044546, GO:0007231, GO:0002221, GO:0030838, GO:0042104, GO:0002821, GO:0002588, GO:0043065, GO:0032722, GO:0002230, GO:0051091, GO:0070374, GO:2001238, GO:0043123, GO:0050729, GO:0032733, GO:0032731, GO:0032755, GO:0032757, GO:0046330, GO:0060907, GO:0051092, GO:1901224, GO:0050766, GO:0090200, GO:0050870, GO:2000406, GO:0032760, GO:0032729, GO:0051260, GO:0070269, GO:0042981, GO:0010506, GO:0043087, GO:0050727, GO:2001242, GO:0031647, GO:0010803, GO:0009617, GO:0007165, GO:0033209"
pygl,PYGL,"GO:0006015, GO:0005975, GO:0042593, GO:0005980, GO:0005977, GO:0070266, GO:0009617"
rac1,RAC1,"GO:0030036, GO:0051017, GO:0007015, GO:0030041, GO:0048532, GO:0009653, GO:0086098, GO:0002093, GO:0007413, GO:0048675, GO:0007411, GO:0016199, GO:0045453, GO:0007298, GO:0007155, GO:0045216, GO:0035212, GO:0007160, GO:0016477, GO:0048870, GO:0030030, GO:0071260, GO:0021894, GO:0021799, GO:0006935, GO:0036090, GO:0090103, GO:0030866, GO:0030865, GO:0007010, GO:0016358, GO:0048813, GO:0071907, GO:0071542, GO:0046843, GO:0007391, GO:0046664, GO:0007394, GO:0007395, GO:0048615, GO:0048701, GO:0021831, GO:0035010, GO:0006897, GO:0043652, GO:0007167, GO:0003382, GO:0043131, GO:0007163, GO:0030900, GO:0007390, GO:0008347, GO:0007186, GO:0008258, GO:0007516, GO:0035099, GO:0048012, GO:0048873, GO:0006972, GO:0035320, GO:0006954, GO:1904936, GO:0035556, GO:0007254, GO:0030032, GO:0051668, GO:0002551, GO:0035011, GO:0007613, GO:0008078, GO:1904948, GO:0008045, GO:0016203, GO:0055001, GO:0007520, GO:0051450, GO:0010764, GO:0032707, GO:0010593, GO:0110125, GO:0048261, GO:0097206, GO:0014032, GO:0001764, GO:0031175, GO:0048812, GO:0035567, GO:0007424, GO:0007422, GO:0006911, GO:0030838, GO:0045773, GO:1902669, GO:1903348, GO:1903688, GO:0001954, GO:0010811, GO:0060999, GO:0045740, GO:0010595, GO:0051491, GO:0051894, GO:0035774, GO:0046330, GO:0010592, GO:0031116, GO:0090023, GO:2000386, GO:0051897, GO:0001934, GO:0071902, GO:0035025, GO:1904395, GO:0051496, GO:1900026, GO:0090303, GO:0098974, GO:0072659, GO:0016601, GO:0032956, GO:1903391, GO:0050770, GO:0061344, GO:0030334, GO:0022604, GO:0008360, GO:0008361, GO:0048814, GO:0070376, GO:0010762, GO:0010310, GO:0010591, GO:1904059, GO:0048168, GO:0014041, GO:2001222, GO:0045428, GO:0150052, GO:0046425, GO:0060263, GO:0051492, GO:0051963, GO:0050807, GO:1900242, GO:0045730, GO:0032496, GO:0009611, GO:0042052, GO:0097178, GO:0031529, GO:0007435, GO:0071526, GO:0050975, GO:0007264, GO:0003376, GO:0034446, GO:0042554, GO:0051932, GO:0007426, GO:0006412, GO:0048010, GO:0007419, GO:0060071"
rad23b,RAD23B,"GO:0006974, GO:0098761, GO:0006281, GO:0048568, GO:0006289, GO:0043161, GO:0032434, GO:0007283"
rad51,RAD51,"GO:0003401, GO:0071312, GO:0072757, GO:0072719, GO:0006974, GO:0071480, GO:0072711, GO:0071479, GO:0070192, GO:0006259, GO:0000730, GO:0006310, GO:0006281, GO:0006260, GO:1990918, GO:0000724, GO:0001702, GO:0071425, GO:0036297, GO:0007127, GO:0051321, GO:0006312, GO:1990426, GO:0007131, GO:2000001, GO:0010569, GO:0001932, GO:1990414, GO:0031297, GO:0046686, GO:1904631, GO:0051597, GO:0009636, GO:0009410, GO:0010165, GO:0042148, GO:0000722, GO:0010833, GO:0032200"
rapgef3,RAPGEF3,"GO:0002250, GO:0007189, GO:0001525, GO:0060840, GO:0008306, GO:0071320, GO:1904474, GO:0071560, GO:0071466, GO:1990791, GO:0061028, GO:0006955, GO:0035556, GO:0097421, GO:0010667, GO:0032966, GO:0034242, GO:0045766, GO:1904427, GO:0045793, GO:0043547, GO:1903288, GO:0046827, GO:0001934, GO:0014911, GO:0051496, GO:0060143, GO:0045944, GO:0032486, GO:0007265, GO:0032956, GO:0045765, GO:0050796, GO:0051896, GO:0035094, GO:0007165, GO:0007264, GO:0021510"
rarres2,RARRES2,"GO:0019732, GO:0061760, GO:0050873, GO:0030154, GO:0032869, GO:0006935, GO:0050829, GO:0050830, GO:0048566, GO:0006954, GO:0045087, GO:0008286, GO:0050921, GO:0045600, GO:0010759, GO:0001934, GO:0003084, GO:0046626, GO:0050994, GO:0014823, GO:0061771, GO:0031667, GO:0001523"
rasa1,RASA1,"GO:0030036, GO:0090630, GO:0048514, GO:0007155, GO:0071364, GO:0044344, GO:0036120, GO:0048013, GO:0035556, GO:0030539, GO:0000281, GO:0043066, GO:0007162, GO:0001953, GO:0043524, GO:0048146, GO:0046326, GO:0043547, GO:0050731, GO:0001934, GO:0030833, GO:0008360, GO:0043087, GO:0051252, GO:0032868, GO:0009410, GO:0007165, GO:0001570"
rasal1,RASAL1,"GO:0030154, GO:0071277, GO:0035556, GO:0046580, GO:1903861, GO:0043087, GO:0007165"
rassf1,RASSF1,"GO:0008150, GO:0006974, GO:0036159, GO:0044458, GO:0036158, GO:0031398, GO:0006468, GO:0050821, GO:0007265, GO:0051726, GO:1902806, GO:0007165"
rbp1,RBP1,"GO:0015908, GO:0055088, GO:0019915, GO:0051651, GO:0045292, GO:0000398, GO:0009435, GO:0000381, GO:0010468, GO:0030852, GO:0031440, GO:0001178, GO:0080021, GO:0032526, GO:0033189, GO:0002138, GO:0042573, GO:0001523, GO:0042572, GO:0008380, GO:0006776"
rbp4,RBP4,"GO:0048738, GO:0050908, GO:0009790, GO:0048562, GO:0060059, GO:0048706, GO:0001654, GO:0048807, GO:0006094, GO:0042593, GO:0007507, GO:0060347, GO:0001889, GO:0030324, GO:0030277, GO:0008584, GO:0006397, GO:0000398, GO:0060044, GO:0017148, GO:0007603, GO:0002639, GO:0032024, GO:0010468, GO:0006417, GO:0045471, GO:0032868, GO:0014850, GO:0032526, GO:0009410, GO:0060041, GO:0042574, GO:0001523, GO:0042572, GO:0034633, GO:0007283, GO:0006810, GO:0060157, GO:0060065, GO:0060068, GO:0007601, GO:0071939"
rdh10,RDH10,"GO:0009887, GO:0060449, GO:0043583, GO:0031076, GO:0035115, GO:0048568, GO:0048703, GO:0008406, GO:0001701, GO:0006629, GO:0001656, GO:0014032, GO:0043584, GO:1900054, GO:0060431, GO:0042574, GO:0002138, GO:0001523, GO:0042572, GO:0007601"
reep5,REEP5,"GO:0090158, GO:0007029, GO:0032386"
rel,REL,"GO:0009653, GO:0140374, GO:0007420, GO:0034198, GO:0006974, GO:0033554, GO:0140896, GO:0001816, GO:0042742, GO:0050829, GO:0051607, GO:0048813, GO:0060429, GO:0007186, GO:0007249, GO:0006955, GO:0006954, GO:0045087, GO:0010629, GO:0032688, GO:0046426, GO:2000647, GO:0038061, GO:0061057, GO:0048935, GO:0006963, GO:0006967, GO:0002225, GO:0006964, GO:0045597, GO:0002230, GO:0045893, GO:0010628, GO:0043123, GO:0045089, GO:0032735, GO:0045429, GO:0050766, GO:0045944, GO:0006355, GO:0045088, GO:0006357, GO:0009617, GO:0034097, GO:0007165, GO:0035999"
rela,RELA,"GO:0009653, GO:0009887, GO:0009948, GO:0140374, GO:0006968, GO:1904385, GO:0071216, GO:0035729, GO:0070301, GO:0071347, GO:0071354, GO:0071222, GO:0071223, GO:0071316, GO:0071224, GO:0033554, GO:0071356, GO:0006325, GO:0019221, GO:0006952, GO:0002357, GO:0051607, GO:0006351, GO:0060429, GO:0001942, GO:0007249, GO:0006954, GO:0045087, GO:0070498, GO:0035556, GO:0001889, GO:0007498, GO:0016525, GO:0043066, GO:1900016, GO:0045892, GO:2001237, GO:0046627, GO:1902894, GO:1901223, GO:0042177, GO:0033234, GO:0000122, GO:0007399, GO:0007218, GO:0038061, GO:0070431, GO:1902004, GO:0043065, GO:0008284, GO:0032332, GO:0045893, GO:0010628, GO:0043123, GO:0032735, GO:0032731, GO:0032755, GO:0032757, GO:1904996, GO:2000630, GO:1902895, GO:0051092, GO:1901224, GO:0014040, GO:0050862, GO:0045944, GO:0010575, GO:0099527, GO:0038161, GO:0030163, GO:0006355, GO:0050727, GO:0006357, GO:0043200, GO:0009617, GO:0051591, GO:0033590, GO:0034097, GO:0045471, GO:0042542, GO:0032868, GO:0070555, GO:0002931, GO:0032496, GO:0009612, GO:0043278, GO:0032495, GO:0035994, GO:0032570, GO:0010224, GO:0009410, GO:0023019, GO:0034142, GO:0038124, GO:0033209, GO:0038084"
ren,REN,"GO:0050435, GO:0002003, GO:0019369, GO:0048469, GO:0071466, GO:0042756, GO:0009755, GO:0072051, GO:0001822, GO:0008584, GO:0001823, GO:0006508, GO:0008217, GO:0002016, GO:0043408, GO:0002018, GO:0051591, GO:0070305, GO:0035902, GO:0032496, GO:0009410"
retn,RETN,"GO:0009952, GO:0007411, GO:0048813, GO:0009880, GO:0045444, GO:0042063, GO:0006886, GO:0008049, GO:0007517, GO:2000252, GO:0000122, GO:0007269, GO:0010714, GO:0045893, GO:2000872, GO:0014911, GO:0048661, GO:0050806, GO:0045924, GO:0006357, GO:0032868, GO:0009612, GO:0007431, GO:0007165, GO:0006904, GO:0016192"
rfx3,RFX3,"GO:0030154, GO:0048469, GO:0060271, GO:0060285, GO:0007368, GO:0006351, GO:0031018, GO:0060287, GO:0045892, GO:0045893, GO:0045944, GO:2000078, GO:0006355, GO:0050796, GO:0006357, GO:0072560"
rgn,RGN,"GO:0006874, GO:0001822, GO:0019853, GO:0001889, GO:0097421, GO:0043066, GO:1903011, GO:1903611, GO:0051344, GO:2000279, GO:1903625, GO:0050680, GO:1901318, GO:0034260, GO:0010558, GO:0045019, GO:0006469, GO:0001933, GO:1902679, GO:1901896, GO:0032781, GO:0045723, GO:0010907, GO:0043547, GO:0010922, GO:1903052, GO:1901671, GO:0010867, GO:0050848, GO:0007283, GO:0042246, GO:0032197"
rgs1,RGS1,"GO:0007193, GO:0007186, GO:0006955, GO:0061737, GO:0009968, GO:0043547, GO:0009617, GO:0007165"
rhox3h,RHOX3H,GO:0008150
ripk3,RIPK3,"GO:0032147, GO:1990000, GO:0006915, GO:0097190, GO:0070301, GO:0006338, GO:0051607, GO:0097528, GO:0048535, GO:0070266, GO:0097527, GO:0038061, GO:0016310, GO:0045893, GO:2001244, GO:0051351, GO:0060545, GO:0051092, GO:0051353, GO:0010922, GO:2000379, GO:0051347, GO:0097300, GO:0046777, GO:0036211, GO:0006468, GO:0072593, GO:0046006, GO:0070235, GO:0002819, GO:0042981, GO:2000452, GO:2000377, GO:0001914, GO:0032649, GO:0032496, GO:0007165, GO:0048536, GO:0033077, GO:0043029, GO:0048538"
rnase6,RNASE6,"GO:0019731, GO:0061844, GO:0008150, GO:0006952, GO:0050829, GO:0050830, GO:0051607, GO:0045087, GO:0006401"
rnf6,RNF6,"GO:0048675, GO:0008150, GO:0030517, GO:0048666, GO:0045332, GO:0045893, GO:0044314, GO:0070936, GO:0085020, GO:0016567, GO:0060765, GO:0006355, GO:0006511"
rock1,ROCK1,"GO:0030036, GO:0031032, GO:0003180, GO:0003383, GO:0006915, GO:0032060, GO:0097746, GO:0071560, GO:0006338, GO:0030866, GO:0007010, GO:0048598, GO:0003347, GO:0001837, GO:0007249, GO:0007159, GO:0050900, GO:0050901, GO:0022614, GO:0000281, GO:0097049, GO:0061157, GO:0051451, GO:1903392, GO:1902430, GO:1902992, GO:0016525, GO:1903347, GO:0070168, GO:0051045, GO:2000672, GO:0032091, GO:0140058, GO:0031175, GO:0018105, GO:0018107, GO:0016310, GO:0090521, GO:1900223, GO:0010508, GO:0010613, GO:1905205, GO:0035306, GO:0051894, GO:0010628, GO:0043410, GO:0010922, GO:1900182, GO:0051496, GO:0072659, GO:0006468, GO:0032956, GO:0032970, GO:0110061, GO:0030155, GO:1901888, GO:0030334, GO:2000145, GO:0051493, GO:2000114, GO:1903140, GO:0051893, GO:0045616, GO:0070507, GO:0045664, GO:0051492, GO:0090128, GO:1900242, GO:1990776, GO:0071559, GO:0007266, GO:0007165, GO:0006939"
rock2,ROCK2,"GO:0030036, GO:0031032, GO:0003180, GO:0097746, GO:1905145, GO:0071394, GO:0071560, GO:0051298, GO:0006338, GO:0030261, GO:0030866, GO:0048813, GO:0048598, GO:0001837, GO:0008625, GO:0007249, GO:0000281, GO:0044788, GO:0061157, GO:0016525, GO:1903347, GO:0070168, GO:0010629, GO:0045019, GO:0150033, GO:0001843, GO:0018107, GO:1902004, GO:1902993, GO:0010613, GO:0030335, GO:0010825, GO:0032723, GO:1905205, GO:0010595, GO:0090271, GO:0010628, GO:0043410, GO:1902966, GO:1900182, GO:0001934, GO:0051496, GO:0098974, GO:0072659, GO:0006468, GO:0032956, GO:0110061, GO:0030155, GO:1901888, GO:2000145, GO:1900037, GO:0042752, GO:2000114, GO:1903140, GO:0051893, GO:0045616, GO:0031644, GO:0051492, GO:0090128, GO:1990776, GO:0002931, GO:0071559, GO:0007266, GO:0048511, GO:0006939"
rrm2b,RRM2B,"GO:0009265, GO:0006974, GO:0009200, GO:0009263, GO:0006281, GO:0000731, GO:0001822, GO:0006264, GO:0000002, GO:1902254, GO:0055086, GO:0070318, GO:0010971, GO:0003014, GO:0014075, GO:0006979, GO:0009185"
rufy3,RUFY3,"GO:0007015, GO:0005975, GO:0030154, GO:0050771, GO:0007399, GO:0045773, GO:0050772, GO:0030335, GO:0090316, GO:0050770, GO:2000114"
ryr2,RYR2,"GO:0097553, GO:0070588, GO:0006816, GO:0060402, GO:0019722, GO:0060048, GO:0003300, GO:0086064, GO:0006874, GO:0071313, GO:0071872, GO:0005513, GO:0003143, GO:0051649, GO:0072599, GO:0003220, GO:0071421, GO:0034220, GO:0051481, GO:0010460, GO:0051284, GO:0098735, GO:0086029, GO:0098910, GO:0098904, GO:0055117, GO:0010882, GO:0010881, GO:0051480, GO:0002027, GO:0098907, GO:0098911, GO:0051209, GO:0014808, GO:0031000, GO:0051592, GO:0001666, GO:0032026, GO:0014850, GO:0035994, GO:0007584, GO:0051775, GO:0009410, GO:0070296, GO:0006941, GO:0055085, GO:0097050, GO:0086005"
s100a11,S100A11,"GO:0098609, GO:0008285, GO:0008156, GO:0014911, GO:0042127, GO:0007165"
s100a6,S100A6,"GO:0007409, GO:0098586, GO:0043542, GO:0034220, GO:0048146, GO:0007165"
s1pr2,S1PR2,"GO:0030036, GO:0007189, GO:0048901, GO:0035676, GO:0003319, GO:0042074, GO:0060973, GO:0003318, GO:0060026, GO:0060027, GO:0035050, GO:0003143, GO:0048703, GO:0007492, GO:0060079, GO:0046847, GO:0007186, GO:0007507, GO:0003007, GO:0003315, GO:0008078, GO:0030336, GO:0090394, GO:0014912, GO:1904706, GO:0048840, GO:0008284, GO:1903142, GO:0010800, GO:0035677, GO:0061035, GO:0019222, GO:0150052, GO:0060872, GO:0007165, GO:0003376, GO:0001944"
sall1,SALL1,"GO:0030325, GO:0008150, GO:0001658, GO:0021953, GO:0048566, GO:0042733, GO:0035136, GO:0097154, GO:0008406, GO:0007507, GO:0035137, GO:0031129, GO:0035556, GO:0001822, GO:0072073, GO:0060173, GO:0006629, GO:0072309, GO:0003337, GO:0045892, GO:2000384, GO:0003340, GO:2000381, GO:0045879, GO:0000122, GO:0001843, GO:0021915, GO:0030182, GO:0021772, GO:0021889, GO:0061034, GO:0021553, GO:0021983, GO:0090190, GO:0045893, GO:0045666, GO:0045944, GO:0030177, GO:1902692, GO:0006357, GO:0007224, GO:0006366, GO:0001657, GO:0072092, GO:0003281"
satb2,SATB2,"GO:0051216, GO:0006338, GO:0009880, GO:0048704, GO:0055113, GO:0000122, GO:0001764, GO:0002076, GO:0045944, GO:0010468, GO:0006357, GO:0060021"
sc5d,SC5D,"GO:0033489, GO:0033490, GO:0006631, GO:0008610, GO:0006629, GO:0110076, GO:0001878, GO:0006694, GO:0008202, GO:0016126"
scd1,SCD1,"GO:0050873, GO:0042632, GO:0050830, GO:0006633, GO:0008610, GO:0055088, GO:1903966, GO:0120162, GO:0009617, GO:0070542, GO:0007584, GO:0048733, GO:0055092, GO:1903699, GO:0006641, GO:0006636, GO:0050872"
scgb1a1,SCGB1A1,"GO:0007566, GO:0007565, GO:0032616, GO:0032633, GO:0032634, GO:0032696, GO:0032713, GO:0032714, GO:0042130, GO:0000122, GO:0032689, GO:0050727, GO:0043488, GO:0034097, GO:0071774, GO:0051384, GO:0032496, GO:0010193, GO:0034021, GO:0009410, GO:0007165, GO:0042098, GO:0032609"
scn8a,SCN8A,"GO:0001508, GO:0007628, GO:0007626, GO:0086010, GO:0034220, GO:0006811, GO:0007517, GO:0042552, GO:0021675, GO:0050877, GO:0019228, GO:0021554, GO:0007422, GO:0009636, GO:0007605, GO:0035725, GO:0006814, GO:0055085"
scnn1a,SCNN1A,"GO:0071468, GO:1904045, GO:1904117, GO:0006883, GO:0034220, GO:0050891, GO:0008217, GO:0050878, GO:0050914, GO:0050915, GO:0035493, GO:0055078, GO:0098719, GO:0035725, GO:0006814, GO:0006906, GO:0016192"
scnn1b,SCNN1B,"GO:0032341, GO:0014824, GO:0071468, GO:1904045, GO:1904117, GO:0006883, GO:0042045, GO:0034101, GO:0010467, GO:0002269, GO:0034220, GO:0070254, GO:0050891, GO:0035264, GO:0002283, GO:0070944, GO:0055075, GO:0008217, GO:0002028, GO:0003014, GO:0032094, GO:0001666, GO:0009410, GO:0050914, GO:0050915, GO:0050909, GO:0055078, GO:0098719, GO:0035725, GO:0006814, GO:0035313"
sco1,SCO1,"GO:0008150, GO:0006878, GO:0006879, GO:0006882, GO:0055070, GO:0019371, GO:0010467, GO:0048872, GO:0006955, GO:0002521, GO:0016042, GO:0001889, GO:0033617, GO:0007005, GO:0035264, GO:1900077, GO:1901799, GO:0051898, GO:1905291, GO:0010608, GO:0010498, GO:0072659, GO:0009306, GO:1904959, GO:0008535, GO:0048536, GO:0048538"
sctr,SCTR,"GO:0007189, GO:0007188, GO:0007420, GO:0007166, GO:0009992, GO:0002024, GO:0007186, GO:0043950, GO:0050996, GO:0032098, GO:0048167, GO:0070295, GO:0031667, GO:0007165"
selenop,SELENOP,"GO:0007420, GO:0007626, GO:0009791, GO:0040008, GO:0006979, GO:0010269, GO:0001887, GO:0019953"
selenos,SELENOS,"GO:0045454, GO:0098869, GO:0032869, GO:0071222, GO:0034599, GO:0030968, GO:0036503, GO:0006983, GO:0045184, GO:0006886, GO:0002865, GO:1902236, GO:0046325, GO:0045719, GO:0050728, GO:0032715, GO:2000110, GO:0032720, GO:0006111, GO:0080164, GO:0009749, GO:0051775, GO:0030970"
selp,SELP,"GO:0016339, GO:0007155, GO:0098609, GO:0071354, GO:0050829, GO:0035701, GO:0097241, GO:0030097, GO:0007157, GO:0006954, GO:0007159, GO:0050900, GO:0050901, GO:0006629, GO:0045785, GO:0002687, GO:1903238, GO:0010572, GO:0051897, GO:0002691, GO:0033623, GO:0034097, GO:0032496"
sema4a,SEMA4A,"GO:0001525, GO:0007411, GO:0007409, GO:0050919, GO:0016525, GO:0048843, GO:0001755, GO:0030335, GO:1904891, GO:1905704, GO:0008360, GO:0010594, GO:0120035, GO:0071526, GO:0002292, GO:0045063"
senp2,SENP2,"GO:0009950, GO:0045444, GO:0007507, GO:0060711, GO:0051028, GO:0035562, GO:0031397, GO:0001934, GO:0031398, GO:0045944, GO:0031648, GO:0016926, GO:0016925, GO:0015031, GO:0006508, GO:0032875, GO:2000045, GO:0051246, GO:0030111, GO:0060712, GO:0060707, GO:0016055"
serpina3k,SERPINA3K,"GO:0010951, GO:0034097, GO:0043434"
